miRNAs,31136-037,31136-038,31136-039,31136-040,31136-041,31136-042,31136-043,31136-044,31136-045,31136-046,31136-047,31136-048,31136-049,31136-050,31136-051,31136-052,31136-053,31136-054,31136-055,31136-056,31136-057,31136-058,31136-059,31136-060,31136-061,31136-062,31136-063,31136-064,31136-065,31136-066,31136-067
mmu-let-7b-5p,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,1.14926128030144,0.66055124337679,0.66055124337679,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,1.23800379209429,0.660551243376793,2.17553584018017,0.66055124337679,0.660551243376793,0.660551243376793,1.68309292156156,0.660551243376793,0.66055124337679,0.66055124337679
mmu-let-7b-5p,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,1.68309292156156,0.660551243376793,0.66055124337679,0.66055124337679
mmu-let-7b-5p,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,2.54123513394662,0.660551243376793,0.66055124337679,0.660551243376793,1.19485969195266,0.660551243376793,0.660551243376793,1.21094903521596,0.66055124337679,0.660551243376793,0.660551243376793,2.27549172040658,0.660551243376793,0.66055124337679,0.66055124337679
mmu-let-7c-5p,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,1.19241067563007,0.660551243376793,0.660551243376793,0.66055124337679,0.660551243376793,1.24398133274129,0.660551243376793,0.660551243376793,0.660551243376793,1.82970275351278,2.31406838336103,1.14245081566473,0.66055124337679,0.660551243376793,0.660551243376793,1.64927160441231,0.660551243376793,1.91965395664467,0.66055124337679,0.660551243376793,1.15796053790554,1.68309292156156,0.660551243376793,0.66055124337679,0.66055124337679
mmu-let-7c-5p,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,1.71227019827087,0.660551243376793,0.66055124337679,1.27333020146286,1.19485969195266,0.660551243376793,1.20361848688637,1.60838859324726,0.66055124337679,0.660551243376793,1.52714479019988,2.69423304420801,0.660551243376793,0.66055124337679,0.66055124337679
mmu-let-7c-5p,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,1.52714479019988,2.27549172040658,0.660551243376793,0.66055124337679,0.66055124337679
mmu-let-7c-5p,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,1.36045551170908,1.28019822674126,0.660551243376793,1.50284845175183,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,1.52714479019988,1.68309292156156,0.660551243376793,0.66055124337679,0.66055124337679
mmu-let-7c-5p,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,1.71227019827087,0.660551243376793,0.66055124337679,0.660551243376793,1.58388722987672,1.23800379209429,1.20361848688637,0.66055124337679,1.58818550963799,2.29870326050084,2.27331957724479,0.660551243376793,0.660551243376793,0.66055124337679,0.66055124337679
mmu-let-7c-5p,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.660551243376793,1.24398133274129,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,1.21094903521596,0.66055124337679,0.660551243376793,0.660551243376793,1.68309292156156,0.660551243376793,0.66055124337679,0.66055124337679
mmu-let-7d-5p,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,1.64927160441231,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,1.68309292156156,0.660551243376793,0.66055124337679,0.66055124337679
mmu-let-7d-5p,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,1.19767545997986,0.660551243376793,1.52714479019988,0.660551243376793,0.660551243376793,0.66055124337679,0.66055124337679
mmu-let-7d-5p,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,1.68309292156156,0.660551243376793,0.66055124337679,0.66055124337679
mmu-let-7f-5p,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,1.77839155681709,0.660551243376793,1.58014519987054,1.65979300811353,1.3291928658368,0.66055124337679,1.70075413637256,2.24244729194689,1.25239917490243,0.660551243376793,1.14926128030144,1.36045551170908,2.9101465072454,0.660551243376793,1.79105653655145,1.70207735847817,2.14236221985469,1.96893315004746,1.20361848688637,1.91965395664467,0.66055124337679,1.27235361339005,2.06474871307013,2.27549172040658,0.660551243376793,0.66055124337679,0.66055124337679
mmu-let-7f-5p,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,1.71227019827087,1.14245081566473,1.142316564802,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,1.68309292156156,0.660551243376793,0.66055124337679,0.66055124337679
mmu-miR-12180-3p,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.66055124337679,0.660551243376793,0.660551243376793,0.660551243376793,0.660551243376793,0.66055124337679,0.66055124337679,0.660551243376793,0.660551243376793,1.68309292156156,0.660551243376793,0.66055124337679,0.66055124337679
