Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
31136-037_deduped	(0.0, 0.000606622879262751)	(1.0, 0.0006053899059309161)	(2.0, 0.0005585369193211914)	(3.0, 0.0004451033727923844)	(4.0, 0.0003840711928665588)	(5.0, 0.00039886687284857716)	(6.0, 0.0004272252594807789)	(7.0, 0.000523397179363898)	(8.0, 0.0007404004857668332)	(9.0, 0.0011978335918775662)	(10.0, 0.001918506504335042)	(11.0, 0.0027088424100411867)	(12.0, 0.0036095294289465517)	(13.0, 0.005305484246885401)	(14.0, 0.00733249240442191)	(15.0, 0.009611027121652732)	(16.0, 0.013342004423785019)	(17.0, 0.0434727902204994)	(18.0, 0.09069073693644719)	(19.0, 0.12058417536678337)	(20.0, 0.1412340127283536)	(21.0, 0.16533062703906817)	(22.0, 0.21119353606332947)	(23.0, 0.25447768136405813)	(24.0, 0.3464192697456518)	(25.0, 3.2124232420158347)	(26.0, 6.236018467721159)	(27.0, 6.477912423260511)	(28.0, 6.88018106953162)	(29.0, 7.386970098115703)	(30.0, 5.627214458634392)	(31.0, 3.624905222881199)	(32.0, 3.4964331006240017)	(33.0, 3.1699997121007266)	(34.0, 2.1455042925658305)	(35.0, 1.4110923582717192)	(36.0, 1.4237808868296316)	(37.0, 1.444266122251402)	(38.0, 1.4530603045407142)	(39.0, 1.5153858734916343)	(40.0, 1.5604843390501582)	(41.0, 1.6141612165649226)	(42.0, 1.6236353836467419)	(43.0, 1.651058560006747)	(44.0, 1.7261478688888217)	(45.0, 1.792229074608511)	(46.0, 1.8061462610915968)	(47.0, 1.9479597712859131)	(48.0, 2.04108316460607)	(49.0, 2.0429634489371185)	(50.0, 2.283753893344478)	(51.0, 2.403725280965339)	(52.0, 2.61375735615008)	(53.0, 2.8577590796002035)	(54.0, 2.468908882099453)	(55.0, 1.9550136117173402)	(56.0, 1.8292719089034915)	(57.0, 1.3329495909333553)	(58.0, 0.7954410317866074)	(59.0, 0.7324687683231396)	(60.0, 0.6456575819753109)	(61.0, 0.5927186389996493)	(62.0, 0.5798470139019593)	(63.0, 0.526316860213683)	(64.0, 0.4397849423255147)	(65.0, 0.3637770683112229)	(66.0, 0.2864499128318679)	(67.0, 0.2328729061569818)	(68.0, 0.22771476222325066)	(69.0, 0.21673575118992716)	(70.0, 0.198586383745318)	(71.0, 0.1905850033083757)	(72.0, 0.17857645954297008)	(73.0, 0.1663650916644776)	(74.0, 0.14933957941183595)	(75.0, 0.1277082952781252)	(76.0, 0.11503024699353323)	(77.0, 0.10099716101725478)	(78.0, 0.0869381826010078)	(79.0, 0.07322320374434274)	(80.0, 0.0611505453656817)	(81.0, 0.055936301145352085)	(82.0, 0.0533692506684719)	(83.0, 0.048257959721350496)	(84.0, 0.03714393810819106)	(85.0, 0.02911050036462104)	(86.0, 0.026724080480854666)	(87.0, 0.024785229916544353)	(88.0, 0.02286117503221605)	(89.0, 0.021118367227667478)	(90.0, 0.01988046200250528)	(91.0, 0.016937971146081386)	(92.0, 0.01396712190302529)	(93.0, 0.012860528337703504)	(94.0, 0.01231493763836658)	(95.0, 0.012138005965248276)	(96.0, 0.012068959458665525)	(97.0, 0.007474900824248837)	(98.0, 0.0022532587639282065)	(99.0, 0.0016195104713650885)	(100.0, 0.0016176610113673362)
31136-038_deduped	(0.0, 0.000634542937867376)	(1.0, 0.0006352859623847851)	(2.0, 0.0006159673249321483)	(3.0, 0.0006300847907629212)	(4.0, 0.0006724371882552403)	(5.0, 0.00069770002184715)	(6.0, 0.0007571419832398783)	(7.0, 0.0008983166415476084)	(8.0, 0.001256454458938797)	(9.0, 0.0020804686487454946)	(10.0, 0.0031883182042024712)	(11.0, 0.004348922500395493)	(12.0, 0.005793362162238794)	(13.0, 0.008506887699816846)	(14.0, 0.011935202823142458)	(15.0, 0.016090195924494174)	(16.0, 0.02204999557863261)	(17.0, 0.058528784260832634)	(18.0, 0.11388039568522394)	(19.0, 0.14844218111250848)	(20.0, 0.17393312323126264)	(21.0, 0.2044558273819113)	(22.0, 0.25766678517164693)	(23.0, 0.3094719405744446)	(24.0, 0.42003621783847167)	(25.0, 3.5837692268089105)	(26.0, 6.909766158964701)	(27.0, 7.170320337411)	(28.0, 7.536263627357571)	(29.0, 7.976527944657988)	(30.0, 5.866691994886416)	(31.0, 3.518313224972272)	(32.0, 3.358179553078332)	(33.0, 3.014425204295148)	(34.0, 2.0030752150121627)	(35.0, 1.317257641247419)	(36.0, 1.3718082722420433)	(37.0, 1.4025806326305412)	(38.0, 1.42272179822395)	(39.0, 1.5233377202243865)	(40.0, 1.5937214606604813)	(41.0, 1.6393349927597092)	(42.0, 1.6318505067958473)	(43.0, 1.666701328760404)	(44.0, 1.7592167974720463)	(45.0, 1.8148931106105455)	(46.0, 1.874313524292269)	(47.0, 2.0616099434691346)	(48.0, 2.1173932521381404)	(49.0, 2.0963493117560796)	(50.0, 2.219612621047146)	(51.0, 2.243719308489967)	(52.0, 2.5071556790392955)	(53.0, 2.747644480392961)	(54.0, 2.3264179372776006)	(55.0, 1.9009019136232364)	(56.0, 1.8302551425079787)	(57.0, 1.2687329390889825)	(58.0, 0.6911584339958801)	(59.0, 0.6290311819972352)	(60.0, 0.5183398475407311)	(61.0, 0.4094042800188648)	(62.0, 0.36526713763572916)	(63.0, 0.30373430525101147)	(64.0, 0.23521778542716565)	(65.0, 0.20788860065234135)	(66.0, 0.1740364036391825)	(67.0, 0.1427558144807766)	(68.0, 0.13720244923766092)	(69.0, 0.1301912698913886)	(70.0, 0.11898646016885932)	(71.0, 0.11131324597757547)	(72.0, 0.10350777342219282)	(73.0, 0.0951985302440068)	(74.0, 0.08246309001561473)	(75.0, 0.06627407183030515)	(76.0, 0.058506493525310364)	(77.0, 0.051494571154520635)	(78.0, 0.04316080816726011)	(79.0, 0.0364438665298818)	(80.0, 0.03096257466495483)	(81.0, 0.02795406839396536)	(82.0, 0.026762257068041154)	(83.0, 0.02406805016791574)	(84.0, 0.02007206431328957)	(85.0, 0.01740014814868643)	(86.0, 0.015427418054965255)	(87.0, 0.013485151966457852)	(88.0, 0.011866101543023411)	(89.0, 0.010972243048580257)	(90.0, 0.009836158561461736)	(91.0, 0.007668756044179376)	(92.0, 0.005999179953561116)	(93.0, 0.005226434455455647)	(94.0, 0.004688484704851455)	(95.0, 0.004546567022026315)	(96.0, 0.004496041354842496)	(97.0, 0.0028338955093983277)	(98.0, 0.0008879142983038808)	(99.0, 0.000600363810066557)	(100.0, 0.000600363810066557)
31136-039_deduped	(0.0, 0.0005786401929459469)	(1.0, 0.0005799405079862749)	(2.0, 0.0005519837346192236)	(3.0, 0.0005064727082077446)	(4.0, 0.0004908689277238089)	(5.0, 0.0005019216055665967)	(6.0, 0.0005623862549418474)	(7.0, 0.0007216748473820237)	(8.0, 0.0010252984092986048)	(9.0, 0.001685858449785214)	(10.0, 0.002578524724970366)	(11.0, 0.003484844308078961)	(12.0, 0.004625220598446592)	(13.0, 0.0066504612737574055)	(14.0, 0.009224434896086623)	(15.0, 0.012712529991766404)	(16.0, 0.017843573140900577)	(17.0, 0.052920871668787915)	(18.0, 0.10587750200118484)	(19.0, 0.13835547076345656)	(20.0, 0.1637857320071507)	(21.0, 0.1939692948807637)	(22.0, 0.24634663486269456)	(23.0, 0.2935818790176484)	(24.0, 0.3941287395110087)	(25.0, 3.5734055146880985)	(26.0, 6.906740365055645)	(27.0, 7.152983624872634)	(28.0, 7.493345637781122)	(29.0, 7.927288723511933)	(30.0, 5.780477043978215)	(31.0, 3.3834951532057187)	(32.0, 3.231903775646764)	(33.0, 2.925091841251298)	(34.0, 1.9808089103828075)	(35.0, 1.3074979806107425)	(36.0, 1.349340818293456)	(37.0, 1.3905074921551994)	(38.0, 1.408760664533803)	(39.0, 1.4839091215019575)	(40.0, 1.5209134869196108)	(41.0, 1.5418791164723389)	(42.0, 1.5247338125080945)	(43.0, 1.5503344150220715)	(44.0, 1.6242287181338295)	(45.0, 1.6950490764902522)	(46.0, 1.7406738804677597)	(47.0, 1.9593764677306016)	(48.0, 2.1028441270751075)	(49.0, 2.1933213478961684)	(50.0, 2.451071095505019)	(51.0, 2.4520196753269383)	(52.0, 2.6275804101817792)	(53.0, 2.872728154577291)	(54.0, 2.4653934155167114)	(55.0, 2.0138135067364122)	(56.0, 1.9358316632953831)	(57.0, 1.3853699474308636)	(58.0, 0.8098901701904337)	(59.0, 0.7192413077840499)	(60.0, 0.5635363835950173)	(61.0, 0.4345438312794424)	(62.0, 0.391885696066443)	(63.0, 0.3302429612646552)	(64.0, 0.2585273360029668)	(65.0, 0.2297663177834726)	(66.0, 0.19436459065302342)	(67.0, 0.16166231754629512)	(68.0, 0.15273890558204442)	(69.0, 0.14150808457873174)	(70.0, 0.12812004092351495)	(71.0, 0.11819993748085286)	(72.0, 0.10819921450569044)	(73.0, 0.09798523986391423)	(74.0, 0.08474998322593598)	(75.0, 0.06915075384464148)	(76.0, 0.06165963889731204)	(77.0, 0.05306780726834498)	(78.0, 0.04119203000502961)	(79.0, 0.03231607953975089)	(80.0, 0.027313117422089025)	(81.0, 0.024642270329255374)	(82.0, 0.02378406240263891)	(83.0, 0.021485755568859222)	(84.0, 0.017851375031142546)	(85.0, 0.015549817409762036)	(86.0, 0.013622100362475822)	(87.0, 0.011535744880269592)	(88.0, 0.009917502812581433)	(89.0, 0.009097654179654645)	(90.0, 0.007929971273440129)	(91.0, 0.005954792727181942)	(92.0, 0.004544601065946258)	(93.0, 0.003919799689068667)	(94.0, 0.003549209902575196)	(95.0, 0.003467940212554698)	(96.0, 0.0034523364320707623)	(97.0, 0.0022001330482349264)	(98.0, 0.00070477075185776)	(99.0, 0.0004596613667559376)	(100.0, 0.0004590112092357736)
31136-040_deduped	(0.0, 0.0005676621960594088)	(1.0, 0.000567063396274536)	(2.0, 0.0005568837999316986)	(3.0, 0.0006329313726105433)	(4.0, 0.0007239489399112081)	(5.0, 0.0007455057321666287)	(6.0, 0.0008119725082875088)	(7.0, 0.0009844268463308735)	(8.0, 0.0013712515073586984)	(9.0, 0.0022143616044595924)	(10.0, 0.003351482395933029)	(11.0, 0.004510159979661885)	(12.0, 0.005894585082287785)	(13.0, 0.008471819356380292)	(14.0, 0.011690966999856433)	(15.0, 0.015614303190342979)	(16.0, 0.021510085872200508)	(17.0, 0.053457850794518695)	(18.0, 0.10228578165240094)	(19.0, 0.13387426670379546)	(20.0, 0.15784721609117777)	(21.0, 0.1871740343551077)	(22.0, 0.23719118158574737)	(23.0, 0.28692509651814213)	(24.0, 0.3834791666297407)	(25.0, 3.080949443525779)	(26.0, 5.924150821665879)	(27.0, 6.156256995478486)	(28.0, 6.477459188082102)	(29.0, 6.891851992405686)	(30.0, 5.147041035653449)	(31.0, 3.1794124873515526)	(32.0, 3.0670782465092006)	(33.0, 2.804983580670379)	(34.0, 1.968212976891933)	(35.0, 1.377217349615386)	(36.0, 1.4121782750551843)	(37.0, 1.4430092783787147)	(38.0, 1.4695498812436314)	(39.0, 1.5521908383537106)	(40.0, 1.6091875958768276)	(41.0, 1.6636113107243462)	(42.0, 1.6736807279067671)	(43.0, 1.7136057035631604)	(44.0, 1.7943089445693914)	(45.0, 1.8712636989223184)	(46.0, 1.915628176183759)	(47.0, 2.1180548386591465)	(48.0, 2.328058713612314)	(49.0, 2.4772808176021845)	(50.0, 2.7200779627739107)	(51.0, 2.731921024919125)	(52.0, 2.80175425343056)	(53.0, 2.9231573170148097)	(54.0, 2.5252135427816818)	(55.0, 2.0844202547428416)	(56.0, 2.007453524394217)	(57.0, 1.5275825623945785)	(58.0, 1.0105518821450885)	(59.0, 0.91484571252887)	(60.0, 0.7749606935845214)	(61.0, 0.6499630348916803)	(62.0, 0.5860435530556489)	(63.0, 0.48830864976828126)	(64.0, 0.380097744244564)	(65.0, 0.3376763722850358)	(66.0, 0.289505324791159)	(67.0, 0.24663784699190056)	(68.0, 0.23781992135986377)	(69.0, 0.22908882169663355)	(70.0, 0.21346433890994773)	(71.0, 0.20124762569897298)	(72.0, 0.1880722340324169)	(73.0, 0.17563156970189975)	(74.0, 0.15377178475533354)	(75.0, 0.1219964741710587)	(76.0, 0.1048815787198245)	(77.0, 0.08990200330144668)	(78.0, 0.07356315237140763)	(79.0, 0.06231110561386295)	(80.0, 0.05424287731248692)	(81.0, 0.049309964684704846)	(82.0, 0.04694530433424218)	(83.0, 0.04129083796568839)	(84.0, 0.03349446476664461)	(85.0, 0.02837652300533684)	(86.0, 0.024367558445613485)	(87.0, 0.02104781243827871)	(88.0, 0.01885560642585941)	(89.0, 0.017767587216745546)	(90.0, 0.015628674385179925)	(91.0, 0.011840068146289759)	(92.0, 0.009174810303820951)	(93.0, 0.007829307187211783)	(94.0, 0.006947275104094157)	(95.0, 0.006732305981324824)	(96.0, 0.006644881212733395)	(97.0, 0.00454548916696938)	(98.0, 0.0018526865343964248)	(99.0, 0.0012544855493085035)	(100.0, 0.0012526891499538852)
31136-041_deduped	(0.0, 0.0012671395135830774)	(1.0, 0.001274881710203748)	(2.0, 0.0012206863338590545)	(3.0, 0.0013432711136863377)	(4.0, 0.0015329549308927659)	(5.0, 0.001561342985168558)	(6.0, 0.001754897900685321)	(7.0, 0.002247817752201345)	(8.0, 0.003214301963681717)	(9.0, 0.005242757478297397)	(10.0, 0.007854458471670257)	(11.0, 0.010322928827560713)	(12.0, 0.013279157570553413)	(13.0, 0.018822570350953513)	(14.0, 0.025932487580935956)	(15.0, 0.03438438555850128)	(16.0, 0.045801544841783434)	(17.0, 0.0814672639410057)	(18.0, 0.1322986558540181)	(19.0, 0.16973217651496014)	(20.0, 0.20348041158446298)	(21.0, 0.2433372397876749)	(22.0, 0.3019714755282198)	(23.0, 0.3658342747199241)	(24.0, 0.4681190150078094)	(25.0, 2.8993132749019432)	(26.0, 5.46397655270592)	(27.0, 5.684692384334099)	(28.0, 5.987554212473696)	(29.0, 6.3642959518660405)	(30.0, 4.874080527051584)	(31.0, 3.2350381469640794)	(32.0, 3.188153984961506)	(33.0, 2.994406804895329)	(34.0, 2.2779348970557534)	(35.0, 1.7424497388853863)	(36.0, 1.7822433391495296)	(37.0, 1.8038092278364073)	(38.0, 1.8009162270324834)	(39.0, 1.8474390865260926)	(40.0, 1.8796156556815995)	(41.0, 1.9332355287441567)	(42.0, 1.923928118040007)	(43.0, 1.9126929003773108)	(44.0, 1.9485766913480154)	(45.0, 1.9854514834861656)	(46.0, 2.008199347523799)	(47.0, 2.1737378342025626)	(48.0, 2.290703069649343)	(49.0, 2.3798157527532604)	(50.0, 2.5565984896574445)	(51.0, 2.492143412424259)	(52.0, 2.572657095814819)	(53.0, 2.7031685946155655)	(54.0, 2.3353781248828187)	(55.0, 1.9599125575667804)	(56.0, 1.8867126692505474)	(57.0, 1.470505082584334)	(58.0, 1.0236964637749202)	(59.0, 0.9138385648259155)	(60.0, 0.7383771628116592)	(61.0, 0.5884998495304087)	(62.0, 0.5240499337616368)	(63.0, 0.43742636687126457)	(64.0, 0.34662201380573016)	(65.0, 0.3091613954566158)	(66.0, 0.26362566603214205)	(67.0, 0.221762318538073)	(68.0, 0.21549372000753678)	(69.0, 0.20980191512524046)	(70.0, 0.19525948913941435)	(71.0, 0.18477655491502643)	(72.0, 0.175727217431566)	(73.0, 0.16570494390610802)	(74.0, 0.14399969568005816)	(75.0, 0.11513162521378463)	(76.0, 0.10042145163451062)	(77.0, 0.08717068211823299)	(78.0, 0.07311730488561254)	(79.0, 0.06232855389470814)	(80.0, 0.05321598847217893)	(81.0, 0.04781967742757155)	(82.0, 0.04554992345161164)	(83.0, 0.03939874823648891)	(84.0, 0.03171719882268029)	(85.0, 0.027719644634207403)	(86.0, 0.02420339700231954)	(87.0, 0.0207052144958799)	(88.0, 0.01827158402478246)	(89.0, 0.017049607324819964)	(90.0, 0.014941149111790689)	(91.0, 0.011517807839350866)	(92.0, 0.009263538256632295)	(93.0, 0.008059626682118026)	(94.0, 0.007222179080982164)	(95.0, 0.007009268673913724)	(96.0, 0.006926685243293238)	(97.0, 0.004934359979574021)	(98.0, 0.0023484663082700623)	(99.0, 0.0017510268023749858)	(100.0, 0.0017471557040646506)
31136-042_deduped	(0.0, 0.0009481056511436163)	(1.0, 0.0009460997858732138)	(2.0, 0.0009153431850603742)	(3.0, 0.0010209854226349098)	(4.0, 0.0011720939396719036)	(5.0, 0.0012262523019727733)	(6.0, 0.001396750849956992)	(7.0, 0.001753126246331849)	(8.0, 0.0024525046039455467)	(9.0, 0.0038853610287697847)	(10.0, 0.005762850921866593)	(11.0, 0.007620282162259376)	(12.0, 0.00979865184591657)	(13.0, 0.013918699111323455)	(14.0, 0.019280376979109535)	(15.0, 0.025805456703729107)	(16.0, 0.03439256592632252)	(17.0, 0.06740041619431048)	(18.0, 0.11664708306972085)	(19.0, 0.15040245246181216)	(20.0, 0.17809074803269248)	(21.0, 0.21178727871018532)	(22.0, 0.26326246190101293)	(23.0, 0.3188550178702203)	(24.0, 0.4217572434853859)	(25.0, 2.8791615076647687)	(26.0, 5.476839941933945)	(27.0, 5.704974353976154)	(28.0, 6.053131720338172)	(29.0, 6.462465971582199)	(30.0, 5.01706954570916)	(31.0, 3.4100759333001927)	(32.0, 3.3324636570142627)	(33.0, 3.074722673580911)	(34.0, 2.193830224539701)	(35.0, 1.5584496669999546)	(36.0, 1.6091104688909987)	(37.0, 1.6506372289623865)	(38.0, 1.671878004932436)	(39.0, 1.739183476837281)	(40.0, 1.7708059428251772)	(41.0, 1.8167088322948266)	(42.0, 1.8225365395271027)	(43.0, 1.8759360161340035)	(44.0, 1.9660916365775174)	(45.0, 2.0145346201012533)	(46.0, 2.03323663926073)	(47.0, 2.199618483088326)	(48.0, 2.2700979024727044)	(49.0, 2.2930831126062476)	(50.0, 2.5128885034239885)	(51.0, 2.5060592008000246)	(52.0, 2.638461018325244)	(53.0, 2.8219535615311306)	(54.0, 2.444024474204041)	(55.0, 2.047157344237324)	(56.0, 1.9534593657262789)	(57.0, 1.4739104693135676)	(58.0, 0.976001219459105)	(59.0, 0.8808924490412101)	(60.0, 0.7370010352471247)	(61.0, 0.6014974813921061)	(62.0, 0.5395429894069386)	(63.0, 0.46236799174995635)	(64.0, 0.37990219013140897)	(65.0, 0.34182752419038415)	(66.0, 0.2983423709933267)	(67.0, 0.2582477987250065)	(68.0, 0.2481161732442031)	(69.0, 0.23744630724917504)	(70.0, 0.22029081021317862)	(71.0, 0.20652321961889217)	(72.0, 0.19378664377359262)	(73.0, 0.18234117654067553)	(74.0, 0.16074603103952143)	(75.0, 0.12917036857460093)	(76.0, 0.1120810650925278)	(77.0, 0.09807343928754983)	(78.0, 0.0812107985810322)	(79.0, 0.06810246903895137)	(80.0, 0.05923253281323119)	(81.0, 0.05369032707110888)	(82.0, 0.05077313034618674)	(83.0, 0.043938478748168364)	(84.0, 0.03510665396258584)	(85.0, 0.02996227816576004)	(86.0, 0.025913773428330848)	(87.0, 0.02222899892660132)	(88.0, 0.01926031832640551)	(89.0, 0.017542629033184105)	(90.0, 0.015237221215734748)	(91.0, 0.011568493636168442)	(92.0, 0.009001654711809949)	(93.0, 0.007768047570512367)	(94.0, 0.007105443409522716)	(95.0, 0.00696035248829693)	(96.0, 0.006840669193829576)	(97.0, 0.0046509329403067665)	(98.0, 0.0019169385767480594)	(99.0, 0.0013666628709009534)	(100.0, 0.0013666628709009534)
31136-043_deduped	(0.0, 0.0008619349133965224)	(1.0, 0.000863725636900809)	(2.0, 0.0008052286690941197)	(3.0, 0.0007294213740793286)	(4.0, 0.0007216615722274209)	(5.0, 0.0007521038718002898)	(6.0, 0.0008482060331969933)	(7.0, 0.0010422010794946873)	(8.0, 0.0014164622918905456)	(9.0, 0.0022939168089908834)	(10.0, 0.003558167603017085)	(11.0, 0.004843310171259961)	(12.0, 0.006355277716712448)	(13.0, 0.009178651775137344)	(14.0, 0.012646089387270586)	(15.0, 0.01692591856251509)	(16.0, 0.023034076435636014)	(17.0, 0.055668818485586205)	(18.0, 0.1059481561311051)	(19.0, 0.13862289100598435)	(20.0, 0.1637228654577321)	(21.0, 0.19457703143658686)	(22.0, 0.2449942547919358)	(23.0, 0.29551354938702906)	(24.0, 0.39883471413734606)	(25.0, 3.2172532437180474)	(26.0, 6.174575807894907)	(27.0, 6.404945223827335)	(28.0, 6.7609780647652284)	(29.0, 7.19535983427833)	(30.0, 5.3906991289580635)	(31.0, 3.3828289110948817)	(32.0, 3.2694152286744065)	(33.0, 2.9599740287788725)	(34.0, 2.0304476598052252)	(35.0, 1.3891698749617165)	(36.0, 1.442049940043294)	(37.0, 1.495985935084566)	(38.0, 1.5297739030712765)	(39.0, 1.6250475563933304)	(40.0, 1.6866359098762527)	(41.0, 1.7230586290456034)	(42.0, 1.719402568557685)	(43.0, 1.7485030193180089)	(44.0, 1.8466555591271205)	(45.0, 1.9403348716225246)	(46.0, 1.9870100797617498)	(47.0, 2.2218037765654355)	(48.0, 2.3578301184902046)	(49.0, 2.4636332260174627)	(50.0, 2.6768540767650095)	(51.0, 2.550583596491593)	(52.0, 2.666286420458381)	(53.0, 2.8886131002252244)	(54.0, 2.461521366098074)	(55.0, 2.012299870904952)	(56.0, 1.9465063017261304)	(57.0, 1.4248548160473014)	(58.0, 0.877105922924837)	(59.0, 0.784040828591403)	(60.0, 0.6123367084750664)	(61.0, 0.4662041199999396)	(62.0, 0.41637783540100515)	(63.0, 0.3440493192472078)	(64.0, 0.26368522982184256)	(65.0, 0.233247108603817)	(66.0, 0.1976773707303414)	(67.0, 0.16431499802981617)	(68.0, 0.156375526919645)	(69.0, 0.14776632521887073)	(70.0, 0.13591651088317283)	(71.0, 0.12764217447770013)	(72.0, 0.11737595662762616)	(73.0, 0.1060758944077442)	(74.0, 0.09073357233085305)	(75.0, 0.07238104404325645)	(76.0, 0.06415207263322566)	(77.0, 0.0556783690109424)	(78.0, 0.04281202063264459)	(79.0, 0.033156439497532296)	(80.0, 0.028804981382116335)	(81.0, 0.026072337314575283)	(82.0, 0.025162052866563023)	(83.0, 0.022432393338195782)	(84.0, 0.01802721351765123)	(85.0, 0.01525935188785921)	(86.0, 0.013131972364766964)	(87.0, 0.011003995933839952)	(88.0, 0.009474718061179365)	(89.0, 0.008815731811601968)	(90.0, 0.007833221515583494)	(91.0, 0.006043691826966614)	(92.0, 0.00468632341071752)	(93.0, 0.003993313414558681)	(94.0, 0.0035384696444699347)	(95.0, 0.0034447551144122794)	(96.0, 0.0034352045890560855)	(97.0, 0.0022276600393322864)	(98.0, 0.0007795616321993479)	(99.0, 0.0005390077747902077)	(100.0, 0.0005384108669554455)
31136-044_deduped	(0.0, 0.0005976472299702354)	(1.0, 0.000599063455633672)	(2.0, 0.0005778200706821234)	(3.0, 0.0005431225419279273)	(4.0, 0.0005325008494521529)	(5.0, 0.000547371218918237)	(6.0, 0.0005955228914750806)	(7.0, 0.0007321886679967103)	(8.0, 0.0011011154533219387)	(9.0, 0.0018432177009627048)	(10.0, 0.002790672669801775)	(11.0, 0.003717592366521014)	(12.0, 0.004787550855247348)	(13.0, 0.006880732385806609)	(14.0, 0.009663615814459483)	(15.0, 0.013417321935398128)	(16.0, 0.0187090491268289)	(17.0, 0.05123196337481817)	(18.0, 0.1016920837630634)	(19.0, 0.13308414181879857)	(20.0, 0.15604045171027375)	(21.0, 0.18453632828428113)	(22.0, 0.2335844716860801)	(23.0, 0.2826099554772641)	(24.0, 0.3890350654075325)	(25.0, 3.3675587396588615)	(26.0, 6.49832100782697)	(27.0, 6.743263609333811)	(28.0, 7.121024810347556)	(29.0, 7.556263529911876)	(30.0, 5.710967517788077)	(31.0, 3.6505220434391537)	(32.0, 3.499602663727866)	(33.0, 3.152222335646162)	(34.0, 2.033138519219372)	(35.0, 1.2440480284042752)	(36.0, 1.2959966019647922)	(37.0, 1.3453414446430811)	(38.0, 1.381045201731149)	(39.0, 1.4740303301154043)	(40.0, 1.5311233433983547)	(41.0, 1.5651432081725967)	(42.0, 1.558045793260284)	(43.0, 1.621496243546401)	(44.0, 1.7512458820406382)	(45.0, 1.8323269256108776)	(46.0, 1.8601295597226328)	(47.0, 2.052037342585101)	(48.0, 2.0976008627420146)	(49.0, 2.123259331199327)	(50.0, 2.414171201515656)	(51.0, 2.3994559087597183)	(52.0, 2.6278024698295783)	(53.0, 2.940186445542101)	(54.0, 2.4914978308521247)	(55.0, 2.044376269858741)	(56.0, 1.9973030531446045)	(57.0, 1.4317078423892655)	(58.0, 0.8458513991799714)	(59.0, 0.7810987293963242)	(60.0, 0.6212932417598043)	(61.0, 0.47776939246298294)	(62.0, 0.4379769918845738)	(63.0, 0.3667323436597333)	(64.0, 0.2855790725806589)	(65.0, 0.25517341569950724)	(66.0, 0.2144951659686185)	(67.0, 0.17602693638552247)	(68.0, 0.17032379563886338)	(69.0, 0.16286099450538433)	(70.0, 0.15214512302299146)	(71.0, 0.14538689415707212)	(72.0, 0.13278956688080376)	(73.0, 0.11865209419554815)	(74.0, 0.10093157058179796)	(75.0, 0.08024688665447505)	(76.0, 0.0714606226385145)	(77.0, 0.06142878815156152)	(78.0, 0.04674465236021938)	(79.0, 0.036447983674203745)	(80.0, 0.03160378379241893)	(81.0, 0.028774164916872652)	(82.0, 0.028056846618342023)	(83.0, 0.025545878517068975)	(84.0, 0.021227098356419134)	(85.0, 0.01836915496760412)	(86.0, 0.015922625134017435)	(87.0, 0.013324559154443034)	(88.0, 0.01130289701988732)	(89.0, 0.010408550513427123)	(90.0, 0.009228126422952735)	(91.0, 0.007047138901260407)	(92.0, 0.005413522598486316)	(93.0, 0.004547500605294848)	(94.0, 0.004004378063366921)	(95.0, 0.0038783339793210655)	(96.0, 0.003853550030210926)	(97.0, 0.0024713137826968268)	(98.0, 0.0008157459821394684)	(99.0, 0.0005417063162644906)	(100.0, 0.0005409982034327724)
