Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43
31136-057_deduped	(1, 33.86209153926044)	(2, 33.89025310565257)	(3, 33.87242199840591)	(4, 33.8391820238469)	(5, 33.84142083101869)	(6, 33.83947263080775)	(7, 33.90389462921367)	(8, 33.892707807002715)	(9, 33.86063489763222)	(10, 33.89933508843965)	(11, 33.79902467615068)	(12, 33.90611128018099)	(13, 33.87034034570764)	(14, 33.87517606614657)	(15, 33.914989735043356)	(16, 33.88612351842682)	(17, 33.90672352287738)	(18, 33.86480445836036)	(19, 33.92383017745338)	(20, 33.92716659049104)	(21, 33.90917797908493)	(22, 33.87048627601561)	(23, 33.85705515792424)	(24, 33.790289791772096)	(25, 33.84768769137277)	(26, 33.91736863409615)	(27, 33.927584381251535)	(28, 33.937324416163456)	(29, 33.91337301958352)	(30, 33.93793707071002)	(31, 33.905701083265924)	(32, 33.825330282913065)	(33, 33.92507312519538)	(34, 33.9352719405449)	(35, 33.92852205624211)	(36, 33.92910296567382)	(37, 33.92459297343616)	(38, 33.89763833779835)	(39, 33.90603311271601)	(40, 33.81669692651088)	(41, 33.91836870357137)	(42, 33.904008296135984)	(43, 33.95017799819815)	(44, 33.927425437791776)
31136-058_deduped	(1, 33.86483985339266)	(2, 33.88741755745608)	(3, 33.871154103805466)	(4, 33.8532088980104)	(5, 33.84766654446363)	(6, 33.84146623541165)	(7, 33.898381062219734)	(8, 33.8773365397028)	(9, 33.85656123157765)	(10, 33.89262367228119)	(11, 33.79811098907874)	(12, 33.901154752405496)	(13, 33.87089661867143)	(14, 33.86976502456826)	(15, 33.910931367993804)	(16, 33.89157071408919)	(17, 33.898799763820364)	(18, 33.91037991025895)	(19, 33.91452311520159)	(20, 33.9276159273883)	(21, 33.89749662683946)	(22, 33.88413788721718)	(23, 33.85292512661349)	(24, 33.768645188285106)	(25, 33.848342106471776)	(26, 33.91419577039732)	(27, 33.9281180886181)	(28, 33.93501775260143)	(29, 33.91291700771503)	(30, 33.93060824629016)	(31, 33.894306983928495)	(32, 33.77414430386643)	(33, 33.91487859644037)	(34, 33.92926410805866)	(35, 33.92595984679939)	(36, 33.92476704900041)	(37, 33.92537833031804)	(38, 33.90447124646445)	(39, 33.89688936078438)	(40, 33.83035903149667)	(41, 33.93882724076355)	(42, 33.94511773535428)	(43, 33.953037364074895)	(44, 33.9536061259868)
31136-059_deduped	(1, 33.869827175268966)	(2, 33.900673567997714)	(3, 33.89043530710855)	(4, 33.87892420842981)	(5, 33.87205179516237)	(6, 33.86229079151953)	(7, 33.909845741850965)	(8, 33.885376744616025)	(9, 33.874630259407304)	(10, 33.919281591224845)	(11, 33.858626658118844)	(12, 33.91239642680961)	(13, 33.88055863233921)	(14, 33.887122285670564)	(15, 33.92743367325389)	(16, 33.898297210637026)	(17, 33.916643707447776)	(18, 33.923071400316466)	(19, 33.925443116076266)	(20, 33.93879821576781)	(21, 33.912546131886636)	(22, 33.8782348989969)	(23, 33.872206832871655)	(24, 33.797347863652895)	(25, 33.884910995507084)	(26, 33.94072177846269)	(27, 33.94467926187204)	(28, 33.9540051347999)	(29, 33.94939373252075)	(30, 33.952622451899174)	(31, 33.91269818499771)	(32, 33.78289917669103)	(33, 33.94322123666148)	(34, 33.9491335096767)	(35, 33.94847899993119)	(36, 33.94578566941574)	(37, 33.93009400238316)	(38, 33.90866551126516)	(39, 33.89446959647169)	(40, 33.847544555710904)	(41, 33.94049919183609)	(42, 33.944949641433354)	(43, 33.953249685234226)	(44, 33.959468605573065)
31136-060_deduped	(1, 33.857383155410496)	(2, 33.89413757194182)	(3, 33.89270884190015)	(4, 33.887583729159914)	(5, 33.87733222288156)	(6, 33.84028962682593)	(7, 33.895271718469736)	(8, 33.89894632760424)	(9, 33.88262640094273)	(10, 33.92705663920396)	(11, 33.847748993713125)	(12, 33.897479173626)	(13, 33.89595630493972)	(14, 33.89756178508964)	(15, 33.93296239825562)	(16, 33.897830197043355)	(17, 33.924091592840796)	(18, 33.923885719963714)	(19, 33.9240857546436)	(20, 33.94703889556363)	(21, 33.92706900344418)	(22, 33.89434668182279)	(23, 33.850350872027406)	(24, 33.73035417406236)	(25, 33.86960812865499)	(26, 33.93131920454512)	(27, 33.940227694274206)	(28, 33.94303540882588)	(29, 33.93834214250025)	(30, 33.94659048383534)	(31, 33.898403882649525)	(32, 33.76506833369683)	(33, 33.93713289908771)	(34, 33.95047970011632)	(35, 33.94273990968051)	(36, 33.94668219951198)	(37, 33.93126046565693)	(38, 33.91672179513501)	(39, 33.91311685130243)	(40, 33.87309755353016)	(41, 33.949221916833096)	(42, 33.95670781077017)	(43, 33.96767522205353)	(44, 33.96392153377913)
31136-061_deduped	(1, 33.87425298342644)	(2, 33.90143847088955)	(3, 33.893720072938514)	(4, 33.871951035615524)	(5, 33.864208278428386)	(6, 33.8622230006867)	(7, 33.91347019357473)	(8, 33.897527073550975)	(9, 33.87880004083072)	(10, 33.91826896308532)	(11, 33.835371002765356)	(12, 33.912203513297825)	(13, 33.88382326330246)	(14, 33.88395375921011)	(15, 33.92893134871291)	(16, 33.89863932518297)	(17, 33.91683807257556)	(18, 33.921910624283676)	(19, 33.92508456010594)	(20, 33.94337843907994)	(21, 33.91501345642548)	(22, 33.88116478746716)	(23, 33.86303443723328)	(24, 33.7899451749454)	(25, 33.86699376376228)	(26, 33.93063158272868)	(27, 33.93894687994671)	(28, 33.94690853013056)	(29, 33.937394258377246)	(30, 33.94937593697609)	(31, 33.90859952581215)	(32, 33.81836330797638)	(33, 33.93438327988367)	(34, 33.94712459932007)	(35, 33.94022933352675)	(36, 33.94124516689024)	(37, 33.93676595364623)	(38, 33.92130781053514)	(39, 33.91235524080206)	(40, 33.86466296417293)	(41, 33.94873112881638)	(42, 33.95071333612898)	(43, 33.960620687774416)	(44, 33.9640997612404)
31136-062_deduped	(1, 33.87823470234811)	(2, 33.90090313967451)	(3, 33.88602634170103)	(4, 33.85007839246851)	(5, 33.84960100919174)	(6, 33.8560017827736)	(7, 33.90269114646632)	(8, 33.85685653723993)	(9, 33.8729433651756)	(10, 33.905543816814486)	(11, 33.82286347543312)	(12, 33.909542555906285)	(13, 33.87402372830379)	(14, 33.86406903683199)	(15, 33.9180185802979)	(16, 33.878472987601526)	(17, 33.91135468847906)	(18, 33.91213114826407)	(19, 33.91947495434671)	(20, 33.93291940282152)	(21, 33.89563198654915)	(22, 33.86702734286967)	(23, 33.83724175236332)	(24, 33.70440858892428)	(25, 33.855407633276194)	(26, 33.931862928488854)	(27, 33.94286668005974)	(28, 33.948669697125425)	(29, 33.94054001907968)	(30, 33.951134991222126)	(31, 33.90674805218248)	(32, 33.780944220455815)	(33, 33.94484564407304)	(34, 33.95246955410311)	(35, 33.95018708083304)	(36, 33.947224433365456)	(37, 33.927617546590426)	(38, 33.90664437775674)	(39, 33.905562137246505)	(40, 33.84225200969637)	(41, 33.93942525077599)	(42, 33.940617563444135)	(43, 33.94850591993986)	(44, 33.95526851891986)
31136-063_deduped	(1, 33.84804326383456)	(2, 33.88489247428195)	(3, 33.8823624428359)	(4, 33.87071855935636)	(5, 33.86999477445109)	(6, 33.8521771986729)	(7, 33.91294049985931)	(8, 33.90758557995863)	(9, 33.87812708906005)	(10, 33.917144685864116)	(11, 33.83449864104808)	(12, 33.90497243445647)	(13, 33.886721478242855)	(14, 33.89903373725693)	(15, 33.92802570104295)	(16, 33.89536969644871)	(17, 33.918361822094255)	(18, 33.92292577172004)	(19, 33.92175907878814)	(20, 33.94473292772493)	(21, 33.92760696412121)	(22, 33.88872825994044)	(23, 33.84628859860601)	(24, 33.76959102366513)	(25, 33.836636303001306)	(26, 33.908240043046064)	(27, 33.91380737838439)	(28, 33.922793345496956)	(29, 33.90000077921897)	(30, 33.92757087546967)	(31, 33.90328152645472)	(32, 33.83722400117201)	(33, 33.89893191931534)	(34, 33.92385674208432)	(35, 33.9079829108022)	(36, 33.912756258018725)	(37, 33.9270620803868)	(38, 33.90962514113187)	(39, 33.908534251817834)	(40, 33.85617224850923)	(41, 33.94382560018685)	(42, 33.950747965622874)	(43, 33.96013995305372)	(44, 33.95995745479572)
31136-064_deduped	(1, 33.860124357433655)	(2, 33.8971933548978)	(3, 33.89655409733656)	(4, 33.883338803860426)	(5, 33.87308818313207)	(6, 33.8571610082005)	(7, 33.91115246359011)	(8, 33.876001238809685)	(9, 33.87246480774627)	(10, 33.914588307542445)	(11, 33.84257190654928)	(12, 33.90591928678444)	(13, 33.87484713406144)	(14, 33.882626752995115)	(15, 33.92239174973927)	(16, 33.888081712847395)	(17, 33.91521257179317)	(18, 33.925077169725974)	(19, 33.912335911260605)	(20, 33.93550225917488)	(21, 33.909518496715144)	(22, 33.90409022734587)	(23, 33.85113551004619)	(24, 33.61939902097788)	(25, 33.83499944566593)	(26, 33.8792096453403)	(27, 33.92523161303815)	(28, 33.954288861687616)	(29, 33.946224017050305)	(30, 33.95365402387081)	(31, 33.90033254785707)	(32, 33.71596767050983)	(33, 33.9441366958644)	(34, 33.95267689335049)	(35, 33.95472729423637)	(36, 33.951112256170084)	(37, 33.92956603184515)	(38, 33.910975942605376)	(39, 33.899874154475384)	(40, 33.86958293710094)	(41, 33.948751116449536)	(42, 33.95295312235573)	(43, 33.950682518714224)	(44, 33.9617177304083)
31136-065_deduped	(1, 33.867307598180105)	(2, 33.89667938892196)	(3, 33.88031252810146)	(4, 33.83343103630794)	(5, 33.86000605568728)	(6, 33.850798451474255)	(7, 33.90751872766823)	(8, 33.88783091428357)	(9, 33.860734559420294)	(10, 33.903500574265834)	(11, 33.80690154841192)	(12, 33.90936218359888)	(13, 33.86404868226196)	(14, 33.868674680966585)	(15, 33.920195830909734)	(16, 33.8933519142)	(17, 33.90572558868357)	(18, 33.91588154924063)	(19, 33.924371348283984)	(20, 33.93500288658426)	(21, 33.91164754479)	(22, 33.871279453265785)	(23, 33.8529011335533)	(24, 33.77433916119998)	(25, 33.86209007529398)	(26, 33.92862616275585)	(27, 33.93579125999797)	(28, 33.942895023743496)	(29, 33.93366395419595)	(30, 33.94466406999053)	(31, 33.902101264803946)	(32, 33.80220175522047)	(33, 33.9299150311655)	(34, 33.913570123865085)	(35, 33.94205404603097)	(36, 33.93268754813035)	(37, 33.934172589410885)	(38, 33.91924336482677)	(39, 33.913879981676594)	(40, 33.882486882131325)	(41, 33.955853231356876)	(42, 33.950896271587325)	(43, 33.96327329678935)	(44, 33.96104893126995)
31136-066_deduped	(1, 33.86829660661974)	(2, 33.89880198328036)	(3, 33.88792416842128)	(4, 33.852662050151686)	(5, 33.85634061453799)	(6, 33.854113214857726)	(7, 33.91237491228298)	(8, 33.890239716818954)	(9, 33.87285073774392)	(10, 33.91283210152627)	(11, 33.81526068091924)	(12, 33.90951336809835)	(13, 33.87290270601761)	(14, 33.872286980648234)	(15, 33.92572286470833)	(16, 33.89121464239271)	(17, 33.90535544122458)	(18, 33.91568071936434)	(19, 33.924811393572135)	(20, 33.938972805911156)	(21, 33.91658623573341)	(22, 33.88170560829745)	(23, 33.838820240745434)	(24, 33.74318538503323)	(25, 33.8595930109914)	(26, 33.92538992358402)	(27, 33.935621902458166)	(28, 33.938374837271155)	(29, 33.93185402545706)	(30, 33.94368315148616)	(31, 33.88836510201288)	(32, 33.76644046321066)	(33, 33.93101051078325)	(34, 33.94690699853462)	(35, 33.94381623874773)	(36, 33.93322501733092)	(37, 33.92806354108056)	(38, 33.91455681971489)	(39, 33.906937216147206)	(40, 33.87677900074803)	(41, 33.94678774453712)	(42, 33.949071866556245)	(43, 33.957514773997765)	(44, 33.95671115797652)
31136-067_deduped	(1, 33.85984328879382)	(2, 33.892388346834785)	(3, 33.88701374256865)	(4, 33.870337895153874)	(5, 33.871897036026205)	(6, 33.85542760672769)	(7, 33.91100702297487)	(8, 33.89410453203764)	(9, 33.85435149614468)	(10, 33.9180192902786)	(11, 33.8254440368959)	(12, 33.913547690912964)	(13, 33.87318134932013)	(14, 33.876532818101026)	(15, 33.927469908759626)	(16, 33.9029062557817)	(17, 33.89765746433645)	(18, 33.92075748099224)	(19, 33.93219258391472)	(20, 33.94211530257165)	(21, 33.92956367389999)	(22, 33.87891875929479)	(23, 33.82216485838116)	(24, 33.73519083083127)	(25, 33.845310180479196)	(26, 33.91559915589571)	(27, 33.92184774359618)	(28, 33.93565433425399)	(29, 33.9195701929795)	(30, 33.93605858786638)	(31, 33.898229153265085)	(32, 33.80163295113917)	(33, 33.92716134052166)	(34, 33.936416302170024)	(35, 33.93281756925381)	(36, 33.91498301408505)	(37, 33.930633128930204)	(38, 33.915399765714504)	(39, 33.902697768124156)	(40, 33.86693032917865)	(41, 33.94668577931182)	(42, 33.95559386312705)	(43, 33.9562384002456)	(44, 33.953026086424664)
31136-068_deduped	(1, 33.89430050290931)	(2, 33.88174226932075)	(3, 33.905872018144485)	(4, 33.83570056809768)	(5, 33.88580668285163)	(6, 33.867507542479736)	(7, 33.91615677841097)	(8, 33.91146754636165)	(9, 33.882258827204815)	(10, 33.90060745815243)	(11, 33.81602806424959)	(12, 33.91645372186528)	(13, 33.89197135268956)	(14, 33.87962345404781)	(15, 33.912086178558134)	(16, 33.91837320306551)	(17, 33.91789810261728)	(18, 33.85650400250388)	(19, 33.92004626220884)	(20, 33.917102055906106)	(21, 33.91716316073037)	(22, 33.86518847256405)	(23, 33.85341928160744)	(24, 33.839041559299446)	(25, 33.85372714486638)	(26, 33.934032472559835)	(27, 33.938960022577746)	(28, 33.94565958291271)	(29, 33.92748620712113)	(30, 33.950799383729446)	(31, 33.954238133937864)	(32, 33.92843801153305)	(33, 33.935788267901344)	(34, 33.938449121763696)	(35, 33.93510995845132)	(36, 33.93589205756702)	(37, 33.95156492227762)	(38, 33.92418422276866)	(39, 33.93164869536587)	(40, 33.83781966337691)	(41, 33.9565258842597)	(42, 33.931427866679)	(43, 33.93011836460433)	(44, 33.93020489094514)
